Date,BTCUSD,ETHUSD,LTCUSD
2019-12-28,7241.66,126.29579817491538,41.165157
2019-12-29,7300.7,128.07225317987076,42.797741
2019-12-30,7390.42,134.36175440612917,43.753933
2019-12-31,7216.27,131.44536808360178,42.766113
2020-01-01,7165.9,128.90400616613147,41.326534
2020-01-02,7175.2,130.49649124961167,42.018085
2020-01-03,6944.9,127.07060275860758,39.863129
2020-01-04,7333,134.38588635442218,42.383526
2020-01-05,7352.82,134.43283577679884,43.291382
2020-01-06,7351.77,135.2760969663837,43.603893
2020-01-07,7762.72,144.3169114853878,45.838680
2020-01-08,8158.5,142.94689098954402,46.448353
2020-01-09,8042.02,140.61097159468306,45.622269
2020-01-10,7820.01,137.77128526366323,45.211540
2020-01-11,8190.89,144.79459443008628,48.633858
2020-01-12,8023.48,142.27286537727167,49.319157
2020-01-13,8173.14,146.83859674460817,51.122311
2020-01-14,8110,143.5804299523064,49.697361
2020-01-15,8827.01,163.41228224260675,58.390266
2020-01-16,8813.5,166.60532787191238,58.047962
2020-01-17,8715.01,164.09837630621163,57.642967
2020-01-18,8900.45,169.4460090480485,61.302834
2020-01-19,8907.78,174.02265776884897,59.445709
2020-01-20,8700.66,167.03339245707224,57.781528
2020-01-21,8627.64,166.79253178789395,57.233521
2020-01-22,8716.76,169.72956717540447,57.639591
2020-01-23,8664.08,168.0282546319371,58.350388
2020-01-24,8391.37,162.89467150349927,54.643814
2020-01-25,8425.18,162.54977217812686,54.564056
2020-01-26,8330.01,159.38918037087532,53.687065
2020-01-27,8583.74,168.19181253770242,56.275341
2020-01-28,8901.8,170.1222130257984,58.768562
2020-01-29,9399,176.08481836008738,60.663769
2020-01-30,9280.04,173.64827305089324,60.013916
2020-01-31,9497.68,184.5698102382626,68.179039
2020-02-01,9330.55,179.83443084570143,67.908516
2020-02-02,9380.6,183.61890679172038,70.802345
2020-02-03,9321,188.34941060330237,69.992584
2020-02-04,9278.51,189.709750314015,69.769485
2020-02-05,9167.01,188.61264722912753,68.114609
2020-02-06,9615.04,203.86417948339835,72.532379
2020-02-07,9761.36,213.22794900332457,73.467918
2020-02-08,9816.97,223.3407607516225,74.395378
2020-02-09,9912.53,223.20540273147745,76.449097
2020-02-10,10168.41,228.6242655476988,77.143051
2020-02-11,9860.08,223.12229144271816,74.346077
2020-02-12,10269.46,237.64721508743443,76.493523
2020-02-13,10352.74,265.667859407272,81.229721
2020-02-14,10245.39,268.8727374986472,80.375511
2020-02-15,10372.74,286.01771621987496,83.025452
2020-02-16,9903.34,264.55987746748775,76.729309
2020-02-17,9933.8,258.90261183183935,74.968086
2020-02-18,9705.1,268.24832812393123,73.185623
2020-02-19,10187.97,282.5524861719143,77.075516
2020-02-20,9597.25,258.9455107369171,70.981949
2020-02-21,9610.11,257.27748901537444,69.570442
2020-02-22,9703.44,265.3899179032672,73.485863
2020-02-23,9675.67,261.82394753715016,75.074013
2020-02-24,9977.24,274.9631278536587,79.559517
2020-02-25,9665.85,265.98968818560536,75.495399
2020-02-26,9311.4,245.64353723778686,71.180382
2020-02-27,8780.08,223.80920717424485,61.027927
2020-02-28,8809.86,227.64236944695665,61.437935
2020-02-29,8704.88,227.42943841602087,59.748737
2020-03-01,8525.13,218.4562983061487,58.530544
2020-03-02,8528.4,217.62787373029033,57.984009
2020-03-03,8912.92,231.86332105482768,61.020573
2020-03-04,8751.88,223.95274207727266,61.143494
2020-03-05,8757.05,224.49813202462326,60.402779
2020-03-06,9067.35,228.11663173898103,62.049889
2020-03-07,9158.02,246.0742117443013,63.022015
2020-03-08,8902.65,236.50226811298876,60.579117
2020-03-09,8038.84,201.82051852530319,51.638126
2020-03-10,7932.95,203.74431176904486,50.479828
2020-03-11,7881.02,200.70250277549465,50.263767
2020-03-12,7935.49,194.74153037255863,48.449230
2020-03-13,4830.45,111.27525766632907,31.004513
2020-03-14,5653.03,133.9682939527657,37.536198
2020-03-15,5169.05,122.83997572025268,34.409904
2020-03-16,5343.45,123.37050859139266,36.445911
2020-03-17,5035.56,112.00131914634935,32.903088
2020-03-18,5343.07,116.31330774481295,33.555664
2020-03-19,5420.45,118.44731882700115,33.721718
2020-03-20,6191.02,137.19908562774762,39.108093
2020-03-21,6205.18,133.5257154986304,38.077866
2020-03-22,6208.45,132.0549204548972,38.371738
2020-03-23,5839.44,122.37650845715618,35.577431
2020-03-24,6500,136.40927505907067,38.747993
2020-03-25,6775.57,138.38408318303016,40.479458
2020-03-26,6694.73,137.00111731139108,39.172966
2020-03-27,6728.44,139.18088030433756,40.183334
2020-03-28,6378.4,130.03797792540757,38.862179
2020-03-29,6258.01,131.28651872509627,38.865280
2020-03-30,5882.7,124.85548443909873,37.264854
2020-03-31,6406.91,132.18339492391158,39.119137
2020-04-01,6428.54,133.23306863816646,39.284687
2020-04-02,6666.16,137.74417231124445,39.363480
2020-04-03,6801,141.1892877499303,39.887630
2020-04-04,6740.88,141.4666997664803,40.344578
2020-04-05,6870.2,144.99180509097104,40.690037
2020-04-06,6775.21,142.92906370640188,40.658787
2020-04-07,7336.96,170.97226680371668,44.402138
2020-04-08,7201.81,164.6413228096378,44.678623
2020-04-09,7369.6,172.6302634218197,46.348034
2020-04-10,7315.25,169.81610130362347,46.400341
,20000,,
