Date,BTCUSD,ETHUSD,LTCUSD
2018-04-24,8933,703.35,152.574997
2018-04-25,9649.99,617.73,165.087006
2018-04-26,8865.01,661.45,144.699005
2018-04-27,9281.95,643.33,153.444000
2018-04-28,8926,683.02,145.742004
2018-04-29,9343.83,689.31,152.164993
2018-04-30,9393.29,670.04,153.647003
2018-05-01,9244.38,670.81,148.343994
2018-05-02,9059.84,686.74,148.445007
2018-05-03,9211.7,777.62,151.858994
2018-05-04,9727.5,784.21,160.468994
2018-05-05,9691.37,816.58,168.350006
2018-05-06,9812.81,790.39,178.020996
2018-05-07,9599.88,752.4,171.759003
2018-05-08,9361.96,747.79,164.830002
2018-05-09,9181.42,751.27,159.617004
2018-05-10,9308.45,723.61,157.151001
2018-05-11,9017.58,677.8,149.445007
2018-05-12,8451.19,683.64,137.257004
2018-05-13,8466.31,729.34,141.798004
2018-05-14,8685.5,727.41,144.623993
2018-05-15,8682.73,705.64,147.488007
2018-05-16,8475.58,706.72,139.649994
2018-05-17,8344.94,668.38,139.559006
2018-05-18,8060.01,693.57,132.703995
2018-05-19,8230,696.05,135.964996
2018-05-20,8240.01,715.15,135.272003
2018-05-21,8515.17,696.73,139.643997
2018-05-22,8395.71,640.84,134.259995
2018-05-23,7985.77,577.01,128.807999
2018-05-24,7497.47,602.59,119.195000
2018-05-25,7572.49,584.77,122.558998
2018-05-26,7462.65,585.76,119.349998
2018-05-27,7333.2,569.64,118.503998
2018-05-28,7349.12,512.03,117.930000
2018-05-29,7098.11,566.59,111.844002
2018-05-30,7460,557.12,119.540001
2018-05-31,7387.88,577.23,117.318001
2018-06-01,7484.84,579.01,118.028000
2018-06-02,7521.01,590.53,119.828003
2018-06-03,7643.52,619.04,123.285004
2018-06-04,7709.99,591.31,125.210999
2018-06-05,7500,608.23,119.896004
2018-06-06,7610,606.3,121.888000
2018-06-07,7657.92,604.44,121.338997
2018-06-08,7691.26,599.55,121.515999
2018-06-09,7647.19,593.38,120.108002
2018-06-10,7501.64,524.74,117.561996
2018-06-11,6770,531.15,106.541000
2018-06-12,6878,494.53,107.428001
2018-06-13,6550,476.3,100.799004
2018-06-14,6297.7,519.83,93.993698
2018-06-15,6639.66,487.51,101.114998
2018-06-16,6388.98,497.22,96.578400
2018-06-17,6486.86,496.74,97.717598
2018-06-18,6444.35,517.63,95.773499
2018-06-19,6711.16,538.45,98.727303
2018-06-20,6740.96,536.16,98.956299
2018-06-21,6758.31,525.77,97.881203
2018-06-22,6717.88,462.16,96.941101
2018-06-23,6073.38,474.18,85.093002
2018-06-24,6172.55,455.25,82.739098
2018-06-25,6149.99,458.82,80.366600
2018-06-26,6242.53,429.58,81.815201
2018-06-27,6060.01,441.75,76.931999
2018-06-28,6135.8,420.72,80.625702
2018-06-29,5850.13,435.25,74.808899
2018-06-30,6202.49,453.42,78.946602
2018-07-01,6389.01,451.95,81.503998
2018-07-02,6345.53,476.58,80.267700
2018-07-03,6615.13,461.95,85.387802
2018-07-04,6508.36,467.19,85.172798
2018-07-05,6583.72,467.55,85.653198
2018-07-06,6529.47,469.93,83.837303
2018-07-07,6587.45,485.81,83.404297
2018-07-08,6754.14,486.19,86.262299
2018-07-09,6700.88,471.48,82.544098
2018-07-10,6666,432.69,80.782303
2018-07-11,6299,445.59,76.129898
2018-07-12,6380,430.91,78.594101
2018-07-13,6249.75,432.46,77.292099
2018-07-14,6210,433.74,76.973297
2018-07-15,6250.02,449.62,76.704597
2018-07-16,6347.99,478.75,78.959602
2018-07-17,6729.22,499.06,84.301498
2018-07-18,7322.78,479.02,89.821503
2018-07-19,7378.55,468.65,86.898201
2018-07-20,7466.58,448.84,86.681999
2018-07-21,7334.8,461.04,82.658302
2018-07-22,7408.79,457.65,84.264503
2018-07-23,7400.37,449.63,83.231499
2018-07-24,7713.62,479.47,82.682999
2018-07-25,8400.73,471.28,88.657204
2018-07-26,8160,462.03,86.277199
2018-07-27,7926.36,469.69,83.730003
2018-07-28,8192.21,468.55,84.536903
2018-07-29,8234.98,466.2,84.054100
2018-07-30,8216.06,456.56,84.153999
2018-07-31,8166.86,431.99,82.689301
2018-08-01,7725.05,419.87,80.390800
2018-08-02,7602.14,410.83,77.714203
2018-08-03,7536,417.62,76.301804
2018-08-04,7413.7,406.91,77.422302
2018-08-05,7014.55,408.81,73.379097
2018-08-06,7032.06,404.95,75.061600
2018-08-07,6931.59,377.94,74.003098
2018-08-08,6720.18,355.57,68.162804
2018-08-09,6274.5,363.51,62.473000
2018-08-10,6540.47,331.57,63.974998
2018-08-11,6109.19,318.01,59.487598
2018-08-12,6091.87,318.2,58.217499
2018-08-13,6318.21,284.03,59.483700
2018-08-14,6257.31,278.31,57.004799
2018-08-15,6196.17,281.24,54.679001
2018-08-16,6269.74,286.8,54.535999
2018-08-17,6313.83,317.57,55.329399
2018-08-18,6580.76,294.85,61.556801
2018-08-19,6389.99,299.62,57.222698
2018-08-20,6491.5,270.81,57.908401
2018-08-21,6258.36,281.13,53.771599
2018-08-22,6476.53,270.37,56.659100
2018-08-23,6350,275.83,55.193699
2018-08-24,6524.17,281.37,57.604198
2018-08-25,6692,277.56,57.923599
2018-08-26,6730.95,274.3,58.051601
2018-08-27,6706.31,288.02,57.259300
2018-08-28,6909,295.55,60.226002
2018-08-29,7075.1,288.67,63.029202
2018-08-30,7033.83,284.15,61.765598
2018-08-31,6977.96,281.66,60.422798
2018-09-01,7017.1,295.36,61.738800
2018-09-02,7196.18,295.02,65.984802
2018-09-03,7284.57,288.97,65.817596
2018-09-04,7252.41,285.23,65.319901
2018-09-05,7354.92,228.27,67.667900
2018-09-06,6688.01,229.52,58.320999
2018-09-07,6496.37,215.14,57.342201
2018-09-08,6395.85,196.77,56.126701
2018-09-09,6185.27,195.99,53.274700
2018-09-10,6243.21,197.14,54.993698
2018-09-11,6300,185.15,54.606800
2018-09-12,6278.84,183.03,52.389000
2018-09-13,6324.13,211.27,51.883301
2018-09-14,6485,208.87,54.647598
2018-09-15,6523.38,221.63,56.336899
2018-09-16,6530.08,220.12,56.581001
2018-09-17,6498.37,196.04,57.020100
2018-09-18,6251.56,208.39,52.293800
2018-09-19,6339.92,209.78,54.017502
2018-09-20,6383.42,224.76,54.372799
2018-09-21,6495.87,247.69,56.782700
2018-09-22,6759.51,240.78,60.814602
2018-09-23,6710.26,244.55,60.548302
2018-09-24,6702.64,227.92,61.339298
2018-09-25,6577.78,219.2,58.021000
2018-09-26,6433.42,214.21,57.449200
2018-09-27,6455.44,229.09,57.450001
2018-09-28,6682.87,221.56,63.171501
2018-09-29,6621.37,231.32,61.643501
2018-09-30,6580.22,232.6,61.625301
2018-10-01,6597.94,230.89,61.098598
2018-10-02,6573.94,225.41,60.301201
2018-10-03,6498.88,219.97,59.575500
2018-10-04,6465.97,221.76,57.521500
2018-10-05,6549.03,227.9,58.331501
2018-10-06,6581.37,224.62,58.875702
2018-10-07,6545.49,225.65,57.934898
2018-10-08,6573.17,229.33,58.231800
2018-10-09,6600,227.49,59.445400
2018-10-10,6593.48,225.26,58.664101
2018-10-11,6529.75,189.83,57.976398
2018-10-12,6153.83,195.97,50.874599
2018-10-13,6202.22,199.45,53.456100
2018-10-14,6195,194.99,53.509201
2018-10-15,6181.54,210.8,52.173801
2018-10-16,6437.66,210.22,54.965099
2018-10-17,6456.48,207.6,54.264900
2018-10-18,6439,202.49,53.716900
2018-10-19,6391.01,202.86,52.552299
2018-10-20,6386.29,205.08,53.067001
2018-10-21,6413.23,204.77,53.434700
2018-10-22,6412.64,203.6,52.784599
2018-10-23,6407.43,203.7,52.237000
2018-10-24,6395.25,202.92,52.456501
2018-10-25,6412,201.23,52.488098
2018-10-26,6389.7,203.37,52.219601
2018-10-27,6401.09,202.79,52.127800
2018-10-28,6410.01,203.72,52.052299
2018-10-29,6404.8,195.67,51.832699
2018-10-30,6263.67,196.19,48.996498
2018-10-31,6270.43,197.85,49.337799
2018-11-01,6305.58,198.73,49.562302
2018-11-02,6344.3,201.02,50.339500
2018-11-03,6350.98,199.47,51.297600
2018-11-04,6332.46,211.3,50.986198
2018-11-05,6425.09,209.7,53.593300
2018-11-06,6403.38,219.56,53.702499
2018-11-07,6448.41,217.99,56.043999
2018-11-08,6501.5,211.29,54.192402
2018-11-09,6405.88,209.39,52.364700
2018-11-10,6335,211.9,51.926800
2018-11-11,6350.23,211.7,52.318901
2018-11-12,6360.98,210.81,51.477100
2018-11-13,6326.27,206.42,50.634899
2018-11-14,6258.26,182.72,49.578899
2018-11-15,5606.38,181.53,43.727699
2018-11-16,5572.71,174.84,43.961102
2018-11-17,5515.77,174.22,42.488800
2018-11-18,5503.64,177.53,42.088200
2018-11-19,5560.42,148.22,42.339401
2018-11-20,4733.82,130.74,36.572498
2018-11-21,4355.22,136.5,33.065201
2018-11-22,4546.67,124.83,34.692799
2018-11-23,4263.29,123.37,32.022202
2018-11-24,4288.25,112.75,32.259701
2018-11-25,3789.99,116.75,29.226801
2018-11-26,3933.57,108.87,30.868700
2018-11-27,3730.44,110.19,29.409599
2018-11-28,3771.43,122.88,31.116899
2018-11-29,4223.69,117.48,34.719440
2018-11-30,4240.53,112.87,33.799175
2018-12-01,3970,118.5,32.130596
2018-12-02,4141.59,115.96,34.262409
2018-12-03,4101.25,108.23,33.810291
2018-12-04,3835.01,109.82,31.005577
2018-12-05,3903.94,101.57,31.215851
2018-12-06,3691.92,90.43,29.248985
2018-12-07,3436.54,93.61,26.907946
2018-12-08,3377.83,91.44,25.128456
2018-12-09,3394.5,94.42,24.803595
2018-12-10,3529.66,90.7,25.911686
2018-12-11,3411.6,88.05,24.600491
2018-12-12,3347.11,90.52,23.795937
2018-12-13,3431.89,86.39,24.530657
2018-12-14,3265.44,83.9,23.646481
2018-12-15,3195.43,84.27,23.462881
2018-12-16,3184.06,85.39,23.787989
2018-12-17,3193,95.44,25.682781
2018-12-18,3502.84,102.44,29.266506
2018-12-19,3667.82,100.63,30.327751
2018-12-20,3683.97,116.43,29.604042
2018-12-21,4077.29,109.44,32.732635
2018-12-22,3839.06,118.36,30.826620
2018-12-23,3979.35,131.56,31.992167
2018-12-24,3948.58,140.87,33.473583
2018-12-25,4036,130.99,33.401596
2018-12-26,3777.97,132.61,31.093464
2018-12-27,3808.85,116.72,30.962173
2018-12-28,3588.67,139.73,28.300598
2018-12-29,3889.2,137.3,32.558426
2018-12-30,3729.57,141.33,31.423141
2018-12-31,3826.96,133.49,31.977234
2019-01-01,3692.35,142.66,30.458393
2019-01-02,3823.63,156.57,32.021229
2019-01-03,3890.45,149.44,33.353573
2019-01-04,3786.91,156.04,32.016525
2019-01-05,3821.47,156.23,32.345547
2019-01-06,3797.41,158.61,34.847218
2019-01-07,4041.01,152.09,39.279751
2019-01-08,4007.47,151.1,37.918991
2019-01-09,3992.24,151.17,39.446453
2019-01-10,4000.67,127.96,38.987137
2019-01-11,3626.76,127.16,33.683475
2019-01-12,3637.28,125.83,32.456207
2019-01-13,3618.82,116.56,32.395824
2019-01-14,3514.08,129.74,30.378098
2019-01-15,3662.89,121.22,32.384205
2019-01-16,3583.47,123.12,31.438589
2019-01-17,3604.57,123.72,31.850113
2019-01-18,3641.4,120.57,31.913450
2019-01-19,3608,124.85,31.480209
2019-01-20,3687,118.41,32.490044
2019-01-21,3533.49,116.72,31.188656
2019-01-22,3532.25,119.12,31.213305
2019-01-23,3577.24,117.57,31.669024
2019-01-24,3553.02,117.7,32.042973
2019-01-25,3570.25,115.92,32.820435
2019-01-26,3561,116.33,32.967960
2019-01-27,3558.19,112.27,33.081963
2019-01-28,3529.63,106.36,32.517124
2019-01-29,3429.7,104.75,31.235544
2019-01-30,3395.49,109.04,31.066559
2019-01-31,3436.11,106.89,31.890856
2019-02-01,3412.1,107.03,31.719522
2019-02-02,3441.87,111,32.817982
2019-02-03,3469.06,107.21,34.431210
2019-02-04,3415.99,106.9,33.464359
2019-02-05,3411.47,106.93,34.009163
2019-02-06,3429.98,104.5,34.347305
2019-02-07,3366.83,104.3,32.905396
2019-02-08,3359.99,119.49,33.235271
2019-02-09,3622.59,119.46,43.021866
2019-02-10,3624.11,125.58,44.763634
2019-02-11,3647.21,120.76,46.881832
2019-02-12,3588.58,122.63,43.168873
2019-02-13,3588.61,122.31,43.833340
2019-02-14,3576.48,120.85,41.875496
2019-02-15,3562.29,122.02,41.643276
2019-02-16,3567.12,123.26,42.759766
2019-02-17,3582.3,134.28,43.396259
2019-02-18,3626.7,146.53,43.881950
2019-02-19,3866.99,144.4,48.136169
2019-02-20,3892.03,149.23,47.820896
2019-02-21,3941.16,146.36,51.835323
2019-02-22,3901.59,149.04,49.132931
2019-02-23,3946.56,159.48,49.671822
2019-02-24,4110.99,133.42,51.680290
2019-02-25,3732.48,139.02,44.575947
2019-02-26,3820.26,137.12,46.176460
2019-02-27,3799.99,139.2576112205081,45.498642
2019-02-28,3800,135.9723628081064,45.616497
2019-03-01,3791.49,136.70720347866472,46.235413
2019-03-02,3808.12,136.51137328059306,47.481236
2019-03-03,3812.45,134.59674716057924,49.021946
2019-03-04,3789.61,131.32253767998785,48.334953
2019-03-05,3700.82,126.50877943560928,46.523563
2019-03-06,3845.73,138.0141697950158,53.020226
2019-03-07,3850.46,140.17149692875145,55.837769
2019-03-08,3855.26,137.69344425672742,57.435509
2019-03-09,3842,134.38859946662822,56.001781
2019-03-10,3917.49,138.15780826448415,58.098530
2019-03-11,3899.07,136.22611679772785,57.187702
2019-03-12,3851.15,133.51510390621763,55.413017
2019-03-13,3862.12,134.5481605338574,57.075665
2019-03-14,3850.96,132.28574784540297,55.860012
2019-03-15,3855.87,132.77873953641742,56.541637
2019-03-16,3901,137.5318039923925,58.994133
2019-03-17,3990,141.7338279827658,61.881493
2019-03-18,3965.45,139.51951454331294,61.284283
2019-03-19,3969.99,138.25440105855725,60.224297
2019-03-20,4001.3,139.02783500496145,60.677914
2019-03-21,4032,139.66997445779597,60.867493
2019-03-22,3975.01,136.10375538619815,59.302612
2019-03-23,3986.67,136.25668190476193,59.791531
2019-03-24,3982.45,137.6597557582653,61.242916
2019-03-25,3971.53,136.30214224891722,60.302681
2019-03-26,3908.7,134.41362738482619,59.508308
2019-03-27,3919.99,134.38738465644127,59.407898
2019-03-28,4027.35,140.26081350960365,62.222458
2019-03-29,4012.81,138.21227727508563,61.167595
2019-03-30,4082.72,144.8766944979626,61.254097
2019-03-31,4094.03,143.62669721776555,60.638481
2019-04-01,4095.01,142.4062677293791,60.769836
2019-04-02,4136.54,141.73776431452288,60.704704
2019-04-03,4903.3,164.61886152651255,76.256302
2019-04-04,4976.94,160.29264399307283,85.173927
2019-04-05,4907.68,157.78049363009654,85.037949
2019-04-06,5041,165.30668381106364,88.707771
2019-04-07,5044.56,166.00813746858407,92.421371
2019-04-08,5196.02,174.78061591756517,92.327896
2019-04-09,5287.88,179.84049659283008,89.497734
2019-04-10,5194.98,175.2178008327854,86.774330
2019-04-11,5319.55,177.3454250697257,88.393532
2019-04-12,5044.68,164.80945777255792,79.632645
2019-04-13,5091.58,164.02266763841143,78.946709
2019-04-14,5069.48,163.69743968085152,78.204674
2019-04-15,5161.51,169.34166529885005,83.014893
2019-04-16,5036.86,160.07982716995986,79.038223
2019-04-17,5203.65,166.1895181150793,81.352409
2019-04-18,5246.1,166.45915252086226,79.392204
2019-04-19,5283.73,174.41230756096178,82.098816
2019-04-20,5286.63,173.40903132072688,82.550385
2019-04-21,5321.31,173.22305024821384,81.522018
2019-04-22,5296.26,170.52729586665635,77.294411
2019-04-23,5390,175.02057711410228,76.853500
2019-04-24,5538.25,169.93518864655812,74.753876
2019-04-25,5445.16,165.52633164814497,73.245316
2019-04-26,5138.43,153.70513422884497,71.363304
2019-04-27,5140.38,157.99524677320127,73.213371
2019-04-28,5174.18,159.67116618620992,72.120308
2019-04-29,5157.02,158.806962039909,69.784256
2019-04-30,5149.86,161.3799018644211,67.950584
2019-05-01,5266.34,163.39243395616103,74.303352
2019-05-02,5329.97,161.07427991134062,73.682755
2019-05-03,5391.01,161.46113818149456,73.764450
2019-05-04,5660.3,168.37471594821685,79.307938
2019-05-05,5769.51,164.27817649012053,78.004234
2019-05-06,5715.3,165.9525515444753,76.028984
2019-05-07,5686.65,175.24917826569813,74.979942
2019-05-08,5745,167.76905041679544,74.647369
2019-05-09,5935.1,171.53309313395496,74.593979
2019-05-10,6146.18,171.30866998351186,74.189590
2019-05-11,6378.01,173.12193700455694,77.162750
2019-05-12,7227.75,194.12161182322882,89.539299
2019-05-13,6976.25,187.92551056519912,84.632576
2019-05-14,7822.67,195.82012733162597,88.053047
2019-05-15,7995.48,217.7809292653756,91.661552
2019-05-16,8198.47,248.4769856063333,101.573143
2019-05-17,7881.38,263.5282493354224,95.632607
2019-05-18,7361.92,245.7757058019939,89.010017
2019-05-19,7262.52,232.65176783843893,86.675331
2019-05-20,8192.44,259.78826645063145,95.339371
2019-05-21,8003.97,252.5290643533998,91.572083
2019-05-22,7954.49,255.0954634527227,91.505104
2019-05-23,7620,246.42705471779269,88.197609
2019-05-24,7879.92,249.32291912422045,88.973946
2019-05-25,8004.36,251.5193203618511,100.045540
2019-05-26,8074.87,252.79135704867457,102.700592
2019-05-27,8750.01,264.98456409920027,111.435295
2019-05-28,8781.16,268.6411726560658,117.891891
2019-05-29,8726.4,267.8155138289558,114.925446
2019-05-30,8659.18,266.06231058303297,115.140594
2019-05-31,8273.76,254.3148853976104,108.696220
2019-06-01,8516.2,267.57897191571334,114.466255
2019-06-02,8566.1,264.1758379582766,112.710167
2019-06-03,8745.75,269.0542374367678,114.668709
2019-06-04,8110.99,247.1100587359231,107.372932
2019-06-05,7682.81,241.67991620394514,102.119499
2019-06-06,7791.42,245.42869885853864,103.806831
2019-06-07,7801,250.01106799653158,110.975151
2019-06-08,8002.98,249.06394035859384,117.278076
2019-06-09,7936.35,243.8480012042377,118.586060
2019-06-10,7643.46,230.8244614080113,114.995560
2019-06-11,8024.35,248.0451678299798,129.264130
2019-06-12,7920.63,245.05236595545165,136.085831
2019-06-13,8176.44,261.71632600279776,135.682114
2019-06-14,8256.09,255.66871053157288,131.314011
2019-06-15,8699.71,263.920029034437,133.179810
2019-06-16,8853.3,268.52383851786374,138.148788
2019-06-17,8989.89,269.0351897259509,137.129944
2019-06-18,9331.03,273.9752464279176,134.472092
2019-06-19,9084.31,264.65269633184124,135.152664
2019-06-20,9282.65,269.0213759552552,136.602280
2019-06-21,9534.88,272.66482291179267,135.508514
2019-06-22,10233.92,295.0956433426248,139.036957
2019-06-23,10676.48,309.837374039733,141.945160
2019-06-24,10842.82,306.83639136710406,136.920868
2019-06-25,11035,311.66361532134204,135.580948
2019-06-26,11759.9,316.651675595099,136.477005
2019-06-27,12936.45,334.0597631531469,131.223007
2019-06-28,11143.74,293.8871465591053,114.411110
2019-06-29,12388.24,309.74880679114,120.155098
2019-06-30,11885.94,320.1308048454069,133.724640
2019-07-01,10746,292.0006105115293,122.114136
2019-07-02,10451.1,295.5681016910086,122.556335
2019-07-03,10833.82,292.58770545093904,119.334221
2019-07-04,11987.32,302.67942005596217,122.502754
2019-07-05,11144.85,281.6187538565732,119.837662
2019-07-06,10997.3,287.5347333952465,118.378716
2019-07-07,11242.22,286.0624271995954,118.026009
2019-07-08,11475.07,307.0987855252724,120.283493
2019-07-09,12307.13,312.4041259954286,123.247101
2019-07-10,12570.42,306.940529140653,119.500999
2019-07-11,12097.34,288.09615541682825,108.570404
2019-07-12,11319.42,268.15008438657304,102.827324
2019-07-13,11776.4,275.18058263662016,105.286636
2019-07-14,11374.76,269.5179058570421,101.106796
2019-07-15,10200.8,226.61415341337513,89.857735
2019-07-16,10850,229.06063979796147,90.900070
2019-07-17,9429.05,199.8849806723695,79.407326
2019-07-18,9703.58,211.28652819834497,89.694733
2019-07-19,10647.85,226.12848959710254,101.081940
2019-07-20,10535.46,222.95168116145956,98.456924
2019-07-21,10753.17,227.75298527257362,100.506561
2019-07-22,10590,226.44311051918984,99.557892
2019-07-23,10326.64,216.73358886733945,95.406654
2019-07-24,9842.72,212.3392200801214,90.461143
2019-07-25,9770.17,215.92553367150978,94.359810
2019-07-26,9910.54,218.91756005345883,93.411346
2019-07-27,9851.02,218.72714936898234,94.316109
2019-07-28,9478.3,207.45667516722816,88.885887
2019-07-29,9523.42,211.49094502590862,89.771797
2019-07-30,9504.23,211.21464054022928,90.471451
2019-07-31,9599.07,209.52861232588188,90.471001
2019-08-01,10079.54,218.77659534703304,98.566689
2019-08-02,10409.99,217.334000023581,99.199585
2019-08-03,10528.81,217.78309065351115,95.016815
2019-08-04,10817.34,222.02083875038565,94.598244
2019-08-05,10975,222.59787520492708,93.085281
2019-08-06,11815.28,232.8658662904026,96.889603
2019-08-07,11464.34,225.73445244930855,93.038872
2019-08-08,11972.53,226.5324413677851,90.911568
2019-08-09,11843.87,221.5399486063404,90.089195
2019-08-10,11857.08,211.2465146826802,84.390991
2019-08-11,11284.24,206.27993826090128,85.450752
2019-08-12,11527.27,215.62341396236712,89.702393
2019-08-13,11381.51,211.27264862347644,85.746429
2019-08-14,10857.49,208.86644275442043,84.420349
2019-08-15,10016.88,188.11140067847373,76.133270
2019-08-16,10297.86,188.06011022402473,76.315247
2019-08-17,10360.22,185.15231611244724,74.905090
2019-08-18,10198.84,186.27438013664104,72.839600
2019-08-19,10317.97,194.4876781306609,76.337112
2019-08-20,10919.99,202.5738461221817,77.298386
2019-08-21,10747.06,196.93900555561385,75.244278
2019-08-22,10132.44,189.93402911766353,72.950768
2019-08-23,10164.82,189.7470614219305,73.577332
2019-08-24,10408.14,194.25880453926868,75.407806
2019-08-25,10151.83,190.83117870602322,73.470039
2019-08-26,10135.59,186.82337667287632,72.320229
2019-08-27,10367.23,188.47523373306353,73.933868
2019-08-28,10175.8,187.2373608138108,72.902771
2019-08-29,9726.85,172.86099888697964,67.355339
2019-08-30,9488.28,169.34281161554023,64.083733
2019-08-31,9581.96,168.4860693134754,64.359093
2019-09-01,9604.43,171.89903813901998,64.558609
2019-09-02,9773.12,171.2693134854941,66.113625
2019-09-03,10392.28,178.5514629560074,66.990768
2019-09-04,10625.2,178.53129758059933,69.176498
2019-09-05,10584.13,174.73026251736135,67.308739
2019-09-06,10600,173.85261955747424,65.386726
2019-09-07,10351,169.1326262248286,65.236877
2019-09-08,10483.37,178.62138703264895,69.016068
2019-09-09,10406.94,181.2739002581557,70.619392
2019-09-10,10313.99,180.61829264794181,70.132103
2019-09-11,10100,179.78895629149417,70.876144
2019-09-12,10161.12,178.4760267712008,69.958572
2019-09-13,10432.63,180.82637847736373,69.233208
2019-09-14,10359.27,181.43820068316876,69.021957
2019-09-15,10360.29,188.58773922618187,70.587219
2019-09-16,10314.68,189.83022236504056,70.323318
2019-09-17,10271.26,198.0829897389852,72.591072
2019-09-18,10192,208.38477145368716,74.228523
2019-09-19,10162.8,209.1709442355207,77.919273
2019-09-20,10239.97,221.78940033109126,76.957840
2019-09-21,10168.86,218.55272362089786,75.181816
2019-09-22,9980.93,215.45865218513492,73.509254
2019-09-23,10031.31,211.65433044684022,72.613213
2019-09-24,9693.28,200.58480261792687,66.844116
2019-09-25,8543.36,167.0117710752473,55.834206
2019-09-26,8431.9,170.30159689349546,57.657761
2019-09-27,8065.1,166.35663065800617,55.566452
2019-09-28,8197,173.90085513153255,56.416576
2019-09-29,8227.28,173.77976008972493,55.706615
2019-09-30,8056.19,169.96773293473223,54.314339
2019-10-01,8301.76,181.46348764761225,56.089233
2019-10-02,8330.62,176.08297028633893,56.013378
2019-10-03,8384.51,180.86814187939407,56.534790
2019-10-04,8206.45,175.10315984368916,56.523712
2019-10-05,8157.3,175.17272555833298,56.809544
2019-10-06,8150.97,176.3561116005156,56.835426
2019-10-07,7860.01,170.2276143099523,55.342026
2019-10-08,8208.67,180.4518129035046,57.793385
2019-10-09,8188.17,180.8522811746926,57.420483
2019-10-10,8592.01,193.8237482360585,59.401573
2019-10-11,8589.51,191.64901061877774,57.769424
2019-10-12,8272.76,180.90181694373126,56.404388
2019-10-13,8314.22,179.4658735294486,55.941875
2019-10-14,8275.99,181.14594166596135,56.718159
2019-10-15,8355.87,187.72146869274135,57.007320
2019-10-16,8162.95,180.46062290041402,54.986629
2019-10-17,8002.22,174.52186690499434,52.897232
2019-10-18,8074.43,177.25794976426565,54.934757
2019-10-19,7960.68,173.28611713666922,53.465134
2019-10-20,7960,171.84040874271264,54.063122
2019-10-21,8227,174.98561817802803,54.916088
2019-10-22,8212.76,174.11557793082625,54.928261
2019-10-23,8023.14,171.40244328979767,53.753723
2019-10-24,7468.81,162.4085147862716,49.683434
2019-10-25,7458.57,160.63665472877366,50.114281
2019-10-26,8670.24,182.2610862038145,56.945976
2019-10-27,9272.28,179.67545322016966,56.802624
2019-10-28,9547.18,183.8760885343296,59.919800
2019-10-29,9219.51,181.55853867730036,58.051361
2019-10-30,9432.41,190.7067475108567,59.865326
2019-10-31,9171.01,183.25056659880167,58.363445
2019-11-01,9154,181.95635924049972,58.746315
2019-11-02,9246.88,183.67345391086394,58.579086
2019-11-03,9307.58,183.1808560003665,58.592102
2019-11-04,9200,181.75412776985382,58.595737
2019-11-05,9415.61,186.01425905213375,61.577427
2019-11-06,9318.5,188.79581719006808,63.345425
2019-11-07,9350.07,191.41639440815905,64.239006
2019-11-08,9202.17,186.67840722077074,61.877556
2019-11-09,8768.14,183.86517014238933,60.486755
2019-11-10,8809.33,184.78258878232873,61.897144
2019-11-11,9040.12,189.1983738186735,63.779156
2019-11-12,8721.54,184.84753544211398,61.933453
2019-11-13,8814.3,187.16101293098052,61.370422
2019-11-14,8761.75,188.17112576539182,61.077152
2019-11-15,8626.66,184.75060662992306,59.480595
2019-11-16,8457.18,180.14932541910986,57.788300
2019-11-17,8479.81,182.28872341644998,58.604748
2019-11-18,8500,183.75618056438188,59.570045
2019-11-19,8174.11,178.01637565547315,56.804165
2019-11-20,8120.8,175.78306098410357,55.633770
2019-11-21,8079,174.43898641490762,55.284191
2019-11-22,7615,161.0021919818479,50.879673
2019-11-23,7286.95,149.77547007460316,47.622330
2019-11-24,7329.11,152.27432603347458,48.714859
2019-11-25,6912.89,140.16832682661757,44.769817
2019-11-26,7121.7,145.98360344685705,45.814106
2019-11-27,7162.9,147.37928212134418,47.164562
2019-11-28,7520.11,152.75030409303335,48.002125
2019-11-29,7430.53,150.41697561870606,47.091339
2019-11-30,7758.35,154.50646751104887,48.912785
2019-12-01,7554.19,151.33352245391765,47.463898
2019-12-02,7400.18,151.2990415523953,47.651470
2019-12-03,7301.55,148.85859238533868,45.775471
2019-12-04,7301.37,147.28295348967504,45.399948
2019-12-05,7192.73,145.47726578766085,45.142643
2019-12-06,7393.19,148.21884330971247,45.287910
2019-12-07,7543.71,148.81384518942502,45.673733
2019-12-08,7500,147.3563670073904,45.682270
2019-12-09,7528.05,150.62471141709162,45.899914
2019-12-10,7340.21,147.454153410487,45.012054
2019-12-11,7221.4,145.64543596686372,44.610558
2019-12-12,7200.5,144.04874101525633,43.922695
2019-12-13,7193.42,144.8679241815425,44.011265
2019-12-14,7250.14,144.77280860504737,44.449570
2019-12-15,7072.7,141.92528534375134,43.845940
2019-12-16,7120.14,142.50837731717277,43.784161
2019-12-17,6881.25,132.6581892014758,40.358624
2019-12-18,6615.06,122.08771324884925,37.116276
2019-12-19,7292.61,133.3981151776918,40.793453
2019-12-20,7155,128.18484454662394,39.939907
2019-12-21,7186.87,128.3207426576894,40.304817
2019-12-22,7140.34,127.04364845248867,40.010098
2019-12-23,7513.12,132.3609942908188,41.954311
2019-12-24,7316.57,127.90551928967994,40.862877
2019-12-25,7260.75,127.72892758377274,40.734570
2019-12-26,7192.6,125.08787852744331,40.608425
2019-12-27,7195.83,125.63895995938813,40.261745
