Date,BTCUSD
2019-05-05,5769.51
2019-05-06,5715.3
2019-05-07,5686.65
2019-05-08,5745
2019-05-09,5935.1
2019-05-10,6146.18
2019-05-11,6378.01
2019-05-12,7227.75
2019-05-13,6976.25
2019-05-14,7822.67
2019-05-15,7995.48
2019-05-16,8198.47
2019-05-17,7881.38
2019-05-18,7361.92
2019-05-19,7262.52
2019-05-20,8192.44
2019-05-21,8003.97
2019-05-22,7954.49
2019-05-23,7620
2019-05-24,7879.92
2019-05-25,8004.36
2019-05-26,8074.87
2019-05-27,8750.01
2019-05-28,8781.16
2019-05-29,8726.4
2019-05-30,8659.18
2019-05-31,8273.76
2019-06-01,8516.2
2019-06-02,8566.1
2019-06-03,8745.75
2019-06-04,8110.99
2019-06-05,7682.81
2019-06-06,7791.42
2019-06-07,7801
2019-06-08,8002.98
2019-06-09,7936.35
2019-06-10,7643.46
2019-06-11,8024.35
2019-06-12,7920.63
2019-06-13,8176.44
2019-06-14,8256.09
2019-06-15,8699.71
2019-06-16,8853.3
2019-06-17,8989.89
2019-06-18,9331.03
2019-06-19,9084.31
2019-06-20,9282.65
2019-06-21,9534.88
2019-06-22,10233.92
2019-06-23,10676.48
2019-06-24,10842.82
2019-06-25,11035
2019-06-26,11759.9
2019-06-27,12936.45
2019-06-28,11143.74
2019-06-29,12388.24
2019-06-30,11885.94
2019-07-01,10746
2019-07-02,10451.1
2019-07-03,10833.82
2019-07-04,11987.32
2019-07-05,11144.85
2019-07-06,10997.3
2019-07-07,11242.22
2019-07-08,11475.07
2019-07-09,12307.13
2019-07-10,12570.42
2019-07-11,12097.34
2019-07-12,11319.42
2019-07-13,11776.4
2019-07-14,11374.76
2019-07-15,10200.8
2019-07-16,10850
2019-07-17,9429.05
2019-07-18,9703.58
2019-07-19,10647.85
2019-07-20,10535.46
2019-07-21,10753.17
2019-07-22,10590
2019-07-23,10326.64
2019-07-24,9842.72
2019-07-25,9770.17
2019-07-26,9910.54
2019-07-27,9851.02
2019-07-28,9478.3
2019-07-29,9523.42
2019-07-30,9504.23
2019-07-31,9599.07
2019-08-01,10079.54
2019-08-02,10409.99
2019-08-03,10528.81
2019-08-04,10817.34
2019-08-05,10975
2019-08-06,11815.28
2019-08-07,11464.34
2019-08-08,11972.53
2019-08-09,11843.87
2019-08-10,11857.08
2019-08-11,11284.24
2019-08-12,11527.27
2019-08-13,11381.51
2019-08-14,10857.49
2019-08-15,10016.88
2019-08-16,10297.86
2019-08-17,10360.22
2019-08-18,10198.84
2019-08-19,10317.97
2019-08-20,10919.99
2019-08-21,10747.06
2019-08-22,10132.44
2019-08-23,10164.82
2019-08-24,10408.14
2019-08-25,10151.83
2019-08-26,10135.59
2019-08-27,10367.23
2019-08-28,10175.8
2019-08-29,9726.85
2019-08-30,9488.28
2019-08-31,9581.96
2019-09-01,9604.43
2019-09-02,9773.12
2019-09-03,10392.28
2019-09-04,10625.2
2019-09-05,10584.13
2019-09-06,10600
2019-09-07,10351
2019-09-08,10483.37
2019-09-09,10406.94
2019-09-10,10313.99
2019-09-11,10100
2019-09-12,10161.12
2019-09-13,10432.63
2019-09-14,10359.27
2019-09-15,10360.29
2019-09-16,10314.68
2019-09-17,10271.26
2019-09-18,10192
2019-09-19,10162.8
2019-09-20,10239.97
2019-09-21,10168.86
2019-09-22,9980.93
2019-09-23,10031.31
2019-09-24,9693.28
2019-09-25,8543.36
2019-09-26,8431.9
2019-09-27,8065.1
2019-09-28,8197
2019-09-29,8227.28
2019-09-30,8056.19
2019-10-01,8301.76
2019-10-02,8330.62
2019-10-03,8384.51
2019-10-04,8206.45
2019-10-05,8157.3
2019-10-06,8150.97
2019-10-07,7860.01
2019-10-08,8208.67
2019-10-09,8188.17
2019-10-10,8592.01
2019-10-11,8589.51
2019-10-12,8272.76
2019-10-13,8314.22
2019-10-14,8275.99
2019-10-15,8355.87
2019-10-16,8162.95
2019-10-17,8002.22
2019-10-18,8074.43
2019-10-19,7960.68
2019-10-20,7960
2019-10-21,8227
2019-10-22,8212.76
2019-10-23,8023.14
2019-10-24,7468.81
2019-10-25,7458.57
2019-10-26,8670.24
2019-10-27,9272.28
2019-10-28,9547.18
2019-10-29,9219.51
2019-10-30,9432.41
2019-10-31,9171.01
2019-11-01,9154
2019-11-02,9246.88
2019-11-03,9307.58
2019-11-04,9200
2019-11-05,9415.61
2019-11-06,9318.5
2019-11-07,9350.07
2019-11-08,9202.17
2019-11-09,8768.14
2019-11-10,8809.33
2019-11-11,9040.12
2019-11-12,8721.54
2019-11-13,8814.3
2019-11-14,8761.75
2019-11-15,8626.66
2019-11-16,8457.18
2019-11-17,8479.81
2019-11-18,8500
2019-11-19,8174.11
2019-11-20,8120.8
2019-11-21,8079
2019-11-22,7615
2019-11-23,7286.95
2019-11-24,7329.11
2019-11-25,6912.89
2019-11-26,7121.7
2019-11-27,7162.9
2019-11-28,7520.11
2019-11-29,7430.53
2019-11-30,7758.35
2019-12-01,7554.19
2019-12-02,7400.18
2019-12-03,7301.55
2019-12-04,7301.37
2019-12-05,7192.73
2019-12-06,7393.19
2019-12-07,7543.71
2019-12-08,7500
2019-12-09,7528.05
2019-12-10,7340.21
2019-12-11,7221.4
2019-12-12,7200.5
2019-12-13,7193.42
2019-12-14,7250.14
2019-12-15,7072.7
2019-12-16,7120.14
2019-12-17,6881.25
2019-12-18,6615.06
2019-12-19,7292.61
2019-12-20,7155
2019-12-21,7186.87
2019-12-22,7140.34
2019-12-23,7513.12
2019-12-24,7316.57
2019-12-25,7260.75
2019-12-26,7192.6
2019-12-27,7195.83
2019-12-28,7241.66
2019-12-29,7300.7
2019-12-30,7390.42
2019-12-31,7216.27
2020-01-01,7165.9
2020-01-02,7175.2
2020-01-03,6944.9
2020-01-04,7333
2020-01-05,7352.82
2020-01-06,7351.77
2020-01-07,7762.72
2020-01-08,8158.5
2020-01-09,8042.02
2020-01-10,7820.01
2020-01-11,8190.89
2020-01-12,8023.48
2020-01-13,8173.14
2020-01-14,8110
2020-01-15,8827.01
2020-01-16,8813.5
2020-01-17,8715.01
2020-01-18,8900.45
2020-01-19,8907.78
2020-01-20,8700.66
2020-01-21,8627.64
2020-01-22,8716.76
2020-01-23,8664.08
2020-01-24,8391.37
2020-01-25,8425.18
2020-01-26,8330.01
2020-01-27,8583.74
2020-01-28,8901.8
2020-01-29,9399
2020-01-30,9280.04
2020-01-31,9497.68
2020-02-01,9330.55
2020-02-02,9380.6
2020-02-03,9321
2020-02-04,9278.51
2020-02-05,9167.01
2020-02-06,9615.04
2020-02-07,9761.36
2020-02-08,9816.97
2020-02-09,9912.53
2020-02-10,10168.41
2020-02-11,9860.08
2020-02-12,10269.46
2020-02-13,10352.74
2020-02-14,10245.39
2020-02-15,10372.74
2020-02-16,9903.34
2020-02-17,9933.8
2020-02-18,9705.1
2020-02-19,10187.97
2020-02-20,9597.25
2020-02-21,9610.11
2020-02-22,9703.44
2020-02-23,9675.67
2020-02-24,9977.24
2020-02-25,9665.85
2020-02-26,9311.4
2020-02-27,8780.08
2020-02-28,8809.86
2020-02-29,8704.88
2020-03-01,8525.13
2020-03-02,8528.4
2020-03-03,8912.92
2020-03-04,8751.88
2020-03-05,8757.05
2020-03-06,9067.35
2020-03-07,9158.02
2020-03-08,8902.65
2020-03-09,8038.84
2020-03-10,7932.95
2020-03-11,7881.02
2020-03-12,7935.49
2020-03-13,4830.45
2020-03-14,5653.03
2020-03-15,5169.05
2020-03-16,5343.45
2020-03-17,5035.56
2020-03-18,5343.07
2020-03-19,5420.45
2020-03-20,6191.02
2020-03-21,6205.18
2020-03-22,6208.45
2020-03-23,5839.44
2020-03-24,6500
2020-03-25,6775.57
2020-03-26,6694.73
2020-03-27,6728.44
2020-03-28,6378.4
2020-03-29,6258.01
2020-03-30,5882.7
2020-03-31,6406.91
2020-04-01,6428.54
2020-04-02,6666.16
2020-04-03,6801
2020-04-04,6740.88
2020-04-05,6870.2
2020-04-06,6775.21
2020-04-07,7336.96
2020-04-08,7201.81
2020-04-09,7369.6
2020-04-10,7315.25
